Frame,Time Stamp,FPS Location (ms),SkelId,Joint Type,Confidence,X,Y, Original Position X, Original Position Y, Original Position Z
5323,17:46:23,865,31,HipRight,Tracked,419,289,0.4748949,-0.237773,2.753996
5323,17:46:23,865,31,KneeRight,Tracked,430,382,0.5248159,-0.6790347,2.732846
5323,17:46:23,865,31,AnkleRight,Tracked,434,457,0.5353188,-1.014488,2.676186
5323,17:46:23,865,31,FootRight,Tracked,426,466,0.4860057,-1.039629,2.626893
5324,17:46:23,872,31,HipCenter,Tracked,411,277,0.4449034,-0.1823528,2.807497
5324,17:46:23,872,31,Spine,Tracked,417,266,0.4816807,-0.1276964,2.839408
5324,17:46:23,872,31,ShoulderCenter,Tracked,417,203,0.4803862,0.1857861,2.836455
5324,17:46:23,872,31,Head,Tracked,413,172,0.4696567,0.3439035,2.894973
5324,17:46:23,872,31,ShoulderLeft,Tracked,394,225,0.3806135,0.07514781,2.935321
5324,17:46:23,872,31,ElbowLeft,Inferred,384,260,0.324622,-0.09960097,2.909553
5324,17:46:23,873,31,WristLeft,Tracked,385,265,0.3073054,-0.117342,2.715325
5324,17:46:23,873,31,HandLeft,Inferred,374,269,0.2533044,-0.138087,2.700949
5324,17:46:23,873,31,ShoulderRight,Tracked,436,223,0.5579922,0.08357388,2.751992
5324,17:46:23,873,31,ElbowRight,Tracked,450,262,0.6065345,-0.1003154,2.662635
5324,17:46:23,873,31,WristRight,Tracked,402,262,0.3838753,-0.1035898,2.664876
5324,17:46:23,873,31,HandRight,Inferred,387,264,0.3184724,-0.1153873,2.710561
5324,17:46:23,873,31,HipLeft,Tracked,401,291,0.402255,-0.2543184,2.845354
5324,17:46:23,873,31,KneeLeft,Tracked,403,382,0.4123993,-0.7115605,2.853578
5324,17:46:23,873,31,AnkleLeft,Tracked,403,453,0.4092471,-1.057475,2.831969
5324,17:46:23,873,31,FootLeft,Tracked,398,469,0.3820066,-1.120443,2.800415
5324,17:46:23,873,31,HipRight,Tracked,419,290,0.4751697,-0.2417514,2.749534
5324,17:46:23,873,31,KneeRight,Tracked,430,382,0.525069,-0.6773106,2.732264
5324,17:46:23,873,31,AnkleRight,Tracked,434,457,0.5353277,-1.014463,2.676157
5324,17:46:23,873,31,FootRight,Tracked,426,466,0.4864547,-1.039534,2.626431
5325,17:46:23,884,31,HipCenter,Tracked,411,277,0.4448588,-0.1826134,2.807529
5325,17:46:23,884,31,Spine,Tracked,417,266,0.4817903,-0.1286273,2.839313
5325,17:46:23,884,31,ShoulderCenter,Tracked,419,201,0.4920746,0.1951942,2.838802
5325,17:46:23,884,31,Head,Tracked,413,170,0.470761,0.3526416,2.893563
5325,17:46:23,884,31,ShoulderLeft,Tracked,394,225,0.3801124,0.07580093,2.936624
5325,17:46:23,884,31,ElbowLeft,Inferred,383,259,0.3229246,-0.09846167,2.916605
5325,17:46:23,884,31,WristLeft,Inferred,384,264,0.3063664,-0.1150275,2.722243
5325,17:46:23,884,31,HandLeft,Inferred,373,269,0.2523607,-0.1357743,2.707865
5325,17:46:23,884,31,ShoulderRight,Tracked,436,223,0.5580974,0.08347568,2.752192
5325,17:46:23,884,31,ElbowRight,Tracked,449,263,0.6035806,-0.1066758,2.66292
5325,17:46:23,884,31,WristRight,Tracked,406,256,0.4003089,-0.07383111,2.650782
5325,17:46:23,884,31,HandRight,Inferred,391,258,0.3373534,-0.08586487,2.699738
5325,17:46:23,884,31,HipLeft,Tracked,401,291,0.4015343,-0.2549082,2.845758
5325,17:46:23,884,31,KneeLeft,Tracked,403,383,0.4122795,-0.7119639,2.853462
5325,17:46:23,884,31,AnkleLeft,Tracked,403,454,0.4096408,-1.060642,2.831826
5325,17:46:23,884,31,FootLeft,Tracked,398,469,0.3827488,-1.123525,2.800928
5325,17:46:23,884,31,HipRight,Tracked,419,290,0.4748706,-0.242002,2.749808
5325,17:46:23,884,31,KneeRight,Tracked,430,382,0.525421,-0.6766766,2.731413
5325,17:46:23,884,31,AnkleRight,Tracked,434,457,0.535122,-1.014427,2.676275
5325,17:46:23,884,31,FootRight,Tracked,426,466,0.4860953,-1.038972,2.626457
5326,17:46:23,918,31,HipCenter,Tracked,411,277,0.4449378,-0.1823537,2.807425
5326,17:46:23,918,31,Spine,Tracked,417,266,0.4817494,-0.1282918,2.83939
5326,17:46:23,918,31,ShoulderCenter,Tracked,419,201,0.4906883,0.1929346,2.838078
5326,17:46:23,918,31,Head,Tracked,414,171,0.4773304,0.3514584,2.890208
5326,17:46:23,918,31,ShoulderLeft,Tracked,394,225,0.3800005,0.07617354,2.937392
5326,17:46:23,918,31,ElbowLeft,Inferred,384,260,0.3271028,-0.09935749,2.907692
5326,17:46:23,918,31,WristLeft,Inferred,385,265,0.309918,-0.1191309,2.71376
5326,17:46:23,918,31,HandLeft,Inferred,374,270,0.2559068,-0.1398797,2.699381
5326,17:46:23,918,31,ShoulderRight,Tracked,436,223,0.5588782,0.08144647,2.75347
5326,17:46:23,918,31,ElbowRight,Tracked,450,263,0.6039591,-0.1066885,2.663927
5326,17:46:23,918,31,WristRight,Tracked,406,256,0.400892,-0.07349197,2.651605
5326,17:46:23,918,31,HandRight,Inferred,392,258,0.3380367,-0.08557131,2.700692
5326,17:46:23,918,31,HipLeft,Tracked,401,291,0.4015164,-0.2543024,2.845589
5326,17:46:23,918,31,KneeLeft,Tracked,402,382,0.4108679,-0.7110527,2.852539
5326,17:46:23,918,31,AnkleLeft,Tracked,403,454,0.4094968,-1.060602,2.831859
5326,17:46:23,918,31,FootLeft,Tracked,398,469,0.3848194,-1.123557,2.806068
5326,17:46:23,918,31,HipRight,Tracked,419,290,0.4750098,-0.2415668,2.750173
5326,17:46:23,918,31,KneeRight,Tracked,430,381,0.5251155,-0.6765625,2.731745
5326,17:46:23,918,31,AnkleRight,Tracked,434,456,0.5351352,-1.013583,2.675711
5326,17:46:23,918,31,FootRight,Tracked,426,466,0.4863885,-1.03817,2.625667
5327,17:46:23,955,31,HipCenter,Tracked,411,277,0.4449585,-0.1829493,2.807501
5327,17:46:23,955,31,Spine,Tracked,417,266,0.4812091,-0.1285415,2.840007
5327,17:46:23,955,31,ShoulderCenter,Tracked,418,202,0.4875768,0.1894961,2.837398
5327,17:46:23,955,31,Head,Tracked,415,171,0.4793712,0.348292,2.889704
5327,17:46:23,955,31,ShoulderLeft,Tracked,395,225,0.3836507,0.07822011,2.933206
5327,17:46:23,955,31,ElbowLeft,Inferred,383,259,0.3234033,-0.09489259,2.91334
5327,17:46:23,956,31,WristLeft,Inferred,385,264,0.3087854,-0.1126394,2.719027
5327,17:46:23,956,31,HandLeft,Inferred,374,268,0.254767,-0.133391,2.704647
5327,17:46:23,956,31,ShoulderRight,Tracked,437,226,0.5632305,0.06941533,2.752014
5327,17:46:23,956,31,ElbowRight,Tracked,450,264,0.6052969,-0.1112704,2.665881
5327,17:46:23,956,31,WristRight,Tracked,411,256,0.4227199,-0.07380866,2.64345
5327,17:46:23,956,31,HandRight,Inferred,396,258,0.3600843,-0.08615028,2.69277
5327,17:46:23,956,31,HipLeft,Tracked,400,292,0.4010291,-0.260556,2.852619
5327,17:46:23,956,31,KneeLeft,Tracked,402,383,0.4096927,-0.7122579,2.851075
5327,17:46:23,956,31,AnkleLeft,Tracked,403,454,0.409495,-1.06058,2.83184
5327,17:46:23,956,31,FootLeft,Tracked,398,469,0.3850133,-1.123491,2.805881
5327,17:46:23,956,31,HipRight,Tracked,419,292,0.4750027,-0.2514238,2.74405
5327,17:46:23,956,31,KneeRight,Tracked,430,382,0.5250834,-0.6779259,2.732078
5327,17:46:23,956,31,AnkleRight,Tracked,434,456,0.5350462,-1.013633,2.675098
5327,17:46:23,956,31,FootRight,Tracked,426,466,0.4872031,-1.038307,2.624257
5328,17:46:23,982,31,HipCenter,Tracked,411,277,0.4451992,-0.1825099,2.807657
5328,17:46:23,982,31,Spine,Tracked,417,266,0.4815935,-0.1283599,2.839784
5328,17:46:23,982,31,ShoulderCenter,Tracked,418,203,0.4850535,0.1814613,2.836808
5328,17:46:23,982,31,Head,Tracked,415,173,0.4804262,0.3403091,2.889395
5328,17:46:23,982,31,ShoulderLeft,Tracked,395,224,0.3837057,0.08099303,2.937821
5328,17:46:23,982,31,ElbowLeft,Tracked,390,270,0.3461625,-0.148829,2.838281
5328,17:46:23,982,31,WristLeft,Inferred,390,281,0.3242592,-0.1898901,2.648515
5328,17:46:23,982,31,HandLeft,Inferred,379,286,0.2702476,-0.2106392,2.634136
5328,17:46:23,982,31,ShoulderRight,Tracked,437,226,0.5634899,0.06956055,2.752383
5328,17:46:23,982,31,ElbowRight,Tracked,450,264,0.6047102,-0.113477,2.666506
5328,17:46:23,982,31,WristRight,Tracked,405,254,0.3958527,-0.06499846,2.658389
5328,17:46:23,982,31,HandRight,Tracked,393,255,0.3432404,-0.07011626,2.703037
5328,17:46:23,982,31,HipLeft,Tracked,401,292,0.4018044,-0.2579784,2.851309
5328,17:46:23,982,31,KneeLeft,Tracked,402,383,0.4080563,-0.7132745,2.850046
5328,17:46:23,982,31,AnkleLeft,Tracked,403,454,0.4091145,-1.060699,2.831546
5328,17:46:23,982,31,FootLeft,Tracked,398,469,0.3859903,-1.126598,2.810492
5328,17:46:23,982,31,HipRight,Tracked,419,291,0.4759037,-0.2469379,2.748208
5328,17:46:23,982,31,KneeRight,Tracked,430,382,0.5250404,-0.6777679,2.731965
5328,17:46:23,982,31,AnkleRight,Tracked,434,456,0.5349194,-1.013272,2.674849
5328,17:46:23,982,31,FootRight,Tracked,426,466,0.4866468,-1.038035,2.624485
5329,17:46:24,18,31,HipCenter,Tracked,411,277,0.4473293,-0.1799396,2.807853
5329,17:46:24,18,31,Spine,Tracked,417,265,0.4842172,-0.1265658,2.840469
5329,17:46:24,18,31,ShoulderCenter,Tracked,419,203,0.4913341,0.1841463,2.84198
5329,17:46:24,18,31,Head,Tracked,415,172,0.4800907,0.3429793,2.890025
5329,17:46:24,18,31,ShoulderLeft,Tracked,394,224,0.382093,0.08455691,2.943846
5329,17:46:24,18,31,ElbowLeft,Tracked,390,269,0.3489729,-0.14499,2.838969
5329,17:46:24,18,31,WristLeft,Inferred,391,280,0.3270684,-0.1860533,2.649193
5329,17:46:24,18,31,HandLeft,Inferred,379,285,0.2730729,-0.2067962,2.634818
5329,17:46:24,18,31,ShoulderRight,Tracked,437,225,0.5647875,0.07188344,2.755179
5329,17:46:24,18,31,ElbowRight,Tracked,450,264,0.6093239,-0.1115409,2.673504
5329,17:46:24,18,31,WristRight,Tracked,410,253,0.4190351,-0.0615321,2.647343
5329,17:46:24,18,31,HandRight,Inferred,400,252,0.3763003,-0.05724356,2.688668
5329,17:46:24,18,31,HipLeft,Tracked,401,291,0.4036455,-0.252013,2.847986
5329,17:46:24,18,31,KneeLeft,Tracked,402,383,0.4068925,-0.7110207,2.84695
5329,17:46:24,18,31,AnkleLeft,Tracked,403,454,0.4091017,-1.060718,2.831521
5329,17:46:24,18,31,FootLeft,Tracked,398,469,0.3859902,-1.127044,2.811056
5329,17:46:24,18,31,HipRight,Tracked,419,290,0.4787886,-0.2409922,2.750926
5329,17:46:24,18,31,KneeRight,Tracked,430,382,0.5249664,-0.6776242,2.732032
5329,17:46:24,18,31,AnkleRight,Tracked,434,456,0.5349241,-1.012003,2.674975
5329,17:46:24,18,31,FootRight,Tracked,426,466,0.4866374,-1.036365,2.62445
5330,17:46:24,50,31,HipCenter,Tracked,411,277,0.4482175,-0.1812372,2.808687
5330,17:46:24,50,31,Spine,Tracked,417,266,0.4846439,-0.1289124,2.843155
5330,17:46:24,50,31,ShoulderCenter,Tracked,419,203,0.4935731,0.1833423,2.852751
5330,17:46:24,50,31,Head,Tracked,416,172,0.4837984,0.3426024,2.889942
5330,17:46:24,50,31,ShoulderLeft,Tracked,394,224,0.3826597,0.08418214,2.942644
5330,17:46:24,50,31,ElbowLeft,Tracked,390,269,0.3494778,-0.1449852,2.86492
5330,17:46:24,50,31,WristLeft,Inferred,390,280,0.3275733,-0.1860485,2.675143
5330,17:46:24,50,31,HandLeft,Inferred,379,284,0.2735887,-0.2067872,2.660771
5330,17:46:24,50,31,ShoulderRight,Tracked,438,226,0.5718454,0.06852118,2.756922
5330,17:46:24,50,31,ElbowRight,Tracked,450,264,0.606455,-0.1133187,2.674915
5330,17:46:24,50,31,WristRight,Tracked,413,251,0.4317264,-0.05263088,2.641694
5330,17:46:24,50,31,HandRight,Inferred,402,251,0.3869583,-0.05225674,2.681021
5330,17:46:24,50,31,HipLeft,Tracked,401,291,0.4031717,-0.2552263,2.849567
5330,17:46:24,50,31,KneeLeft,Tracked,401,383,0.4058988,-0.7118736,2.845852
5330,17:46:24,50,31,AnkleLeft,Tracked,402,454,0.4086808,-1.062674,2.832449
5330,17:46:24,50,31,FootLeft,Tracked,398,469,0.3857666,-1.126871,2.809793
5330,17:46:24,50,31,HipRight,Tracked,420,291,0.4807136,-0.2450859,2.749144
5330,17:46:24,50,31,KneeRight,Tracked,430,382,0.5255085,-0.6776001,2.731893
5330,17:46:24,50,31,AnkleRight,Tracked,434,456,0.5351526,-1.01154,2.675006
5330,17:46:24,50,31,FootRight,Tracked,426,465,0.4881706,-1.035371,2.623039
5331,17:46:24,82,31,HipCenter,Tracked,412,276,0.4502417,-0.177292,2.81081
5331,17:46:24,82,31,Spine,Tracked,417,265,0.4856006,-0.1261229,2.847021
5331,17:46:24,82,31,ShoulderCenter,Tracked,419,203,0.4933513,0.1827579,2.858304
5331,17:46:24,82,31,Head,Tracked,416,172,0.486347,0.342041,2.891161
5331,17:46:24,82,31,ShoulderLeft,Tracked,394,224,0.3832904,0.0841533,2.940136
5331,17:46:24,82,31,ElbowLeft,Tracked,389,268,0.34922,-0.140664,2.87323
5331,17:46:24,82,31,WristLeft,Inferred,390,279,0.3273158,-0.1817269,2.683454
5331,17:46:24,82,31,HandLeft,Inferred,379,283,0.2733446,-0.2024604,2.669086
5331,17:46:24,82,31,ShoulderRight,Tracked,439,225,0.5767512,0.07024354,2.761645
5331,17:46:24,82,31,ElbowRight,Tracked,449,265,0.6044827,-0.1156094,2.676617
5331,17:46:24,82,31,WristRight,Tracked,413,251,0.4311875,-0.05141243,2.64133
5331,17:46:24,82,31,HandRight,Inferred,402,251,0.3862723,-0.05030094,2.680453
5331,17:46:24,82,31,HipLeft,Tracked,401,291,0.4038574,-0.2532873,2.850121
5331,17:46:24,82,31,KneeLeft,Tracked,401,383,0.4034151,-0.7109649,2.843277
5331,17:46:24,82,31,AnkleLeft,Tracked,402,454,0.4085801,-1.063542,2.833654
5331,17:46:24,83,31,FootLeft,Tracked,398,469,0.3854498,-1.126264,2.809289
5331,17:46:24,83,31,HipRight,Tracked,420,290,0.4825184,-0.2419364,2.749861
5331,17:46:24,83,31,KneeRight,Tracked,430,381,0.5265403,-0.6746892,2.731704
5331,17:46:24,83,31,AnkleRight,Tracked,434,456,0.5354199,-1.01104,2.674892
5331,17:46:24,83,31,FootRight,Tracked,427,465,0.4899084,-1.034679,2.621569
5332,17:46:24,118,31,HipCenter,Tracked,412,276,0.4510594,-0.1781224,2.811385
5332,17:46:24,118,31,Spine,Tracked,418,266,0.4867093,-0.1272887,2.848405
5332,17:46:24,118,31,ShoulderCenter,Tracked,419,203,0.4964786,0.1874587,2.866374
5332,17:46:24,118,31,Head,Tracked,416,172,0.487892,0.3462529,2.892205
5332,17:46:24,118,31,ShoulderLeft,Tracked,394,223,0.3836884,0.08577535,2.94425
5332,17:46:24,118,31,ElbowLeft,Tracked,389,268,0.3494965,-0.1406435,2.873396
5332,17:46:24,118,31,WristLeft,Inferred,390,279,0.3275926,-0.1817058,2.683622
5332,17:46:24,118,31,HandLeft,Inferred,379,283,0.2736271,-0.2024371,2.669256
5332,17:46:24,118,31,ShoulderRight,Tracked,439,225,0.5774474,0.07277958,2.765912
5332,17:46:24,118,31,ElbowRight,Tracked,450,263,0.6085353,-0.1099908,2.681038
5332,17:46:24,118,31,WristRight,Tracked,415,251,0.4390991,-0.05037793,2.631734
5332,17:46:24,118,31,HandRight,Tracked,407,244,0.3961346,-0.01659833,2.60804
5332,17:46:24,118,31,HipLeft,Tracked,401,291,0.4044007,-0.2530521,2.849082
5332,17:46:24,118,31,KneeLeft,Tracked,401,383,0.4006752,-0.7128265,2.840873
5332,17:46:24,119,31,AnkleLeft,Tracked,402,454,0.4073862,-1.064077,2.834005
5332,17:46:24,119,31,FootLeft,Tracked,398,469,0.384636,-1.125281,2.806401
5332,17:46:24,119,31,HipRight,Tracked,420,290,0.4841211,-0.2405136,2.752826
5332,17:46:24,119,31,KneeRight,Tracked,430,380,0.5278105,-0.6715635,2.731379
5332,17:46:24,119,31,AnkleRight,Tracked,434,456,0.535654,-1.010026,2.675093
5332,17:46:24,119,31,FootRight,Tracked,427,465,0.4901795,-1.033356,2.621622
5333,17:46:24,149,31,HipCenter,Tracked,412,275,0.4526658,-0.1732812,2.815326
5333,17:46:24,150,31,Spine,Tracked,418,265,0.4881642,-0.1236316,2.854025
5333,17:46:24,150,31,ShoulderCenter,Tracked,419,203,0.4972039,0.1860857,2.875654
5333,17:46:24,150,31,Head,Tracked,418,172,0.4981498,0.3451661,2.903413
5333,17:46:24,150,31,ShoulderLeft,Tracked,395,223,0.3843802,0.08617236,2.945388
5333,17:46:24,150,31,ElbowLeft,Tracked,390,268,0.3496653,-0.1405134,2.872968
5333,17:46:24,150,31,WristLeft,Inferred,390,279,0.3277618,-0.1815749,2.683197
5333,17:46:24,150,31,HandLeft,Inferred,379,283,0.2738029,-0.2023037,2.668833
5333,17:46:24,150,31,ShoulderRight,Tracked,440,225,0.5793508,0.0741032,2.769404
5333,17:46:24,150,31,ElbowRight,Tracked,451,263,0.6132494,-0.1058967,2.684393
5333,17:46:24,150,31,WristRight,Tracked,416,251,0.4402648,-0.04871577,2.625038
5333,17:46:24,150,31,HandRight,Inferred,406,244,0.3919052,-0.01654131,2.611857
5333,17:46:24,150,31,HipLeft,Tracked,401,290,0.4052952,-0.2498263,2.850837
5333,17:46:24,150,31,KneeLeft,Tracked,400,384,0.3994877,-0.7136195,2.840399
5333,17:46:24,150,31,AnkleLeft,Tracked,402,455,0.4061776,-1.065344,2.835875
5333,17:46:24,150,31,FootLeft,Tracked,398,469,0.385646,-1.124593,2.809655
5333,17:46:24,150,31,HipRight,Tracked,421,289,0.4849448,-0.2355414,2.754728
5333,17:46:24,150,31,KneeRight,Tracked,431,380,0.5288497,-0.670076,2.73097
5333,17:46:24,150,31,AnkleRight,Tracked,434,456,0.5357943,-1.009904,2.675266
5333,17:46:24,150,31,FootRight,Tracked,427,465,0.490786,-1.032974,2.621313
5334,17:46:24,182,31,HipCenter,Tracked,412,275,0.4533788,-0.1741522,2.815688
5334,17:46:24,182,31,Spine,Tracked,418,265,0.4888349,-0.1250037,2.855164
5334,17:46:24,182,31,ShoulderCenter,Tracked,419,203,0.4971732,0.1841716,2.880574
5334,17:46:24,182,31,Head,Tracked,418,173,0.4998643,0.3428329,2.903697
5334,17:46:24,182,31,ShoulderLeft,Tracked,395,223,0.3853119,0.08566966,2.945609
5334,17:46:24,182,31,ElbowLeft,Tracked,388,268,0.34461,-0.1412317,2.904156
5334,17:46:24,182,31,WristLeft,Inferred,388,278,0.3227075,-0.1822915,2.714392
5334,17:46:24,182,31,HandLeft,Inferred,377,283,0.2687554,-0.2030177,2.700029
5334,17:46:24,182,31,ShoulderRight,Tracked,440,225,0.5802414,0.0720621,2.77037
5334,17:46:24,182,31,ElbowRight,Tracked,451,263,0.6150042,-0.1059626,2.68731
5334,17:46:24,182,31,WristRight,Tracked,417,251,0.4459937,-0.0494649,2.621137
5334,17:46:24,182,31,HandRight,Tracked,406,245,0.3937317,-0.02501815,2.606382
5334,17:46:24,182,31,HipLeft,Tracked,401,290,0.4062541,-0.2493932,2.849709
5334,17:46:24,182,31,KneeLeft,Tracked,400,384,0.3967972,-0.718281,2.840034
5334,17:46:24,182,31,AnkleLeft,Tracked,401,454,0.4050229,-1.064862,2.839441
5334,17:46:24,182,31,FootLeft,Tracked,398,468,0.3846129,-1.122221,2.815486
5334,17:46:24,182,31,HipRight,Tracked,421,289,0.4858472,-0.2352964,2.755898
5334,17:46:24,182,31,KneeRight,Tracked,431,380,0.5295079,-0.6681922,2.730816
5334,17:46:24,182,31,AnkleRight,Tracked,434,455,0.5362114,-1.008999,2.675539
5334,17:46:24,182,31,FootRight,Tracked,427,465,0.491396,-1.031911,2.621384
5335,17:46:24,217,31,HipCenter,Tracked,412,275,0.4536307,-0.1741297,2.815955
5335,17:46:24,217,31,Spine,Tracked,418,265,0.4890507,-0.1250799,2.856049
5335,17:46:24,217,31,ShoulderCenter,Tracked,419,203,0.4972577,0.184425,2.882134
5335,17:46:24,217,31,Head,Tracked,418,173,0.4987557,0.3432578,2.908066
5335,17:46:24,217,31,ShoulderLeft,Tracked,395,223,0.3857871,0.08621777,2.945703
5335,17:46:24,217,31,ElbowLeft,Tracked,389,268,0.3491759,-0.1422791,2.884069
5335,17:46:24,217,31,WristLeft,Inferred,389,279,0.3272737,-0.1833382,2.694307
5335,17:46:24,217,31,HandLeft,Inferred,378,283,0.2733292,-0.2040614,2.679947
5335,17:46:24,217,31,ShoulderRight,Tracked,440,225,0.5808109,0.07394717,2.772859
5335,17:46:24,217,31,ElbowRight,Tracked,452,262,0.6246284,-0.1059087,2.69332
5335,17:46:24,217,31,WristRight,Tracked,418,251,0.450353,-0.05111182,2.617383
5335,17:46:24,217,31,HandRight,Tracked,415,250,0.4307035,-0.04487146,2.601695
5335,17:46:24,218,31,HipLeft,Tracked,402,290,0.406659,-0.2488488,2.849494
5335,17:46:24,218,31,KneeLeft,Tracked,400,384,0.3966889,-0.7177325,2.840004
5335,17:46:24,218,31,AnkleLeft,Tracked,401,454,0.4041142,-1.063394,2.840987
5335,17:46:24,218,31,FootLeft,Tracked,398,467,0.3850817,-1.120527,2.815482
5335,17:46:24,218,31,HipRight,Tracked,421,289,0.4861673,-0.2347313,2.756448
5335,17:46:24,218,31,KneeRight,Tracked,431,380,0.5298181,-0.6679614,2.731045
5335,17:46:24,218,31,AnkleRight,Tracked,434,455,0.536252,-1.009075,2.675696
5335,17:46:24,218,31,FootRight,Tracked,427,465,0.4917484,-1.031927,2.621284
5336,17:46:24,249,31,HipCenter,Tracked,412,276,0.455198,-0.17729,2.81601
5336,17:46:24,249,31,Spine,Tracked,418,265,0.4903474,-0.1271722,2.856896
5336,17:46:24,249,31,ShoulderCenter,Tracked,419,203,0.4991305,0.1864116,2.885351
5336,17:46:24,250,31,Head,Tracked,419,172,0.5029613,0.3455043,2.914531
5336,17:46:24,250,31,ShoulderLeft,Tracked,395,223,0.3861167,0.08617425,2.945831
5336,17:46:24,250,31,ElbowLeft,Tracked,389,268,0.3496478,-0.1420075,2.884239
5336,17:46:24,250,31,WristLeft,Inferred,389,279,0.3277461,-0.1830656,2.69448
5336,17:46:24,250,31,HandLeft,Inferred,378,283,0.2738078,-0.2037865,2.680121
5336,17:46:24,250,31,ShoulderRight,Tracked,440,225,0.5818132,0.07381058,2.773481
5336,17:46:24,250,31,ElbowRight,Tracked,453,262,0.6258159,-0.1054574,2.694289
5336,17:46:24,250,31,WristRight,Tracked,419,251,0.452074,-0.05225823,2.614835
5336,17:46:24,250,31,HandRight,Tracked,415,250,0.4317456,-0.04633876,2.601464
5336,17:46:24,250,31,HipLeft,Tracked,402,290,0.407493,-0.2498261,2.8482
5336,17:46:24,250,31,KneeLeft,Tracked,400,384,0.3970128,-0.7149831,2.840923
5336,17:46:24,250,31,AnkleLeft,Tracked,401,453,0.4031774,-1.061857,2.841652
5336,17:46:24,250,31,FootLeft,Tracked,398,467,0.3847598,-1.118692,2.814065
5336,17:46:24,250,31,HipRight,Tracked,421,289,0.4877657,-0.2361877,2.757288
5336,17:46:24,250,31,KneeRight,Tracked,431,380,0.5306665,-0.6679934,2.731019
5336,17:46:24,250,31,AnkleRight,Tracked,435,455,0.5363321,-1.008941,2.67568
5336,17:46:24,250,31,FootRight,Tracked,427,465,0.4920064,-1.031722,2.621118
5337,17:46:24,282,31,HipCenter,Tracked,413,276,0.4560321,-0.1780256,2.815899
5337,17:46:24,282,31,Spine,Tracked,418,266,0.4910627,-0.1278066,2.857237
5337,17:46:24,282,31,ShoulderCenter,Tracked,420,203,0.5035838,0.1870624,2.881305
